Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,Job ID
Flutter Developer,PT Ako Media Asia,Jakarta Barat,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Full time,"Company DescriptionSALT is a digital transformation agency that specializes in marketing technology based on data analytics. We develop innovative and effective marketing strategies that help clients automate their processes, personalize interactions, and boost their overall performance. Our two major services include platform development and loyalty-based CRM with AI. At SALT, our vision is to remain at the forefront of digital transformation by leveraging cutting-edge technology and implementing innovative strategies. Role DescriptionSALT is seeking a full-time Mobile Developer to join our team in Jakarta, Indonesia, with the flexibility to work remotely. As a Mobile Developer, you'll be responsible for developing, maintaining and troubleshooting mobile applications, collaborating with cross-functional teams to provide customized solutions to clients. This role will be responsible for designing, building, testing, deploying and maintaining mobile apps using Android or IOS platforms. QualificationsMinimum 2 years experience in Android / iOS / hybrid developmentGood proficiency in FlutterGood understanding in Kotlin, Jetpack Compose (if Android focused)Good understanding in Swift (if iOS focused)Able to execute design implementation with attention to detailAble to do analytical thinking and work together with UI/UX Designer and BackEnd DevelopersAble to work under pressure and under tight timeline Apply now by submitting your CV or directly go to our website: salt.id/career for more opportunities!",https://www.jobstreet.co.id/id/job/74942322?type=standout&ref=search-standalone,74942322
System Administrator for Web Hosting,PT. World Host Group,Bali,"Rp20,000,000 – Rp23,000,000 per month",Teknologi Informasi & Komunikasi,Administrasi Jaringan & Sistem,"Comprehensive benefits package, Competitive salary based on experience.",2024-04-27,Full time,"World Host Group is a global web hosting provider operating several major brands like Stablepoint and Mochahost. It runs over 1.000.000 websites for businesses globally, and websites are based on top of our datacentres around the world. The main reasons customers come to us is the fact that they trust us with their websites, not just because even our first line support have the technical experience to help with and understand complex issues, but because our technical support and management are relatable, approachable and understanding. We're looking for a System Administrator to join our team. Your primary role would be to join our SysOps team and handle system provisioning, maintenance and troubleshooting, as well as working with our support team to resolve escalated tickets. We provide a wide range of hosting services so you must have a detailed knowledge of Linux and web hosting technologies, including: Requirements:Interview via zoom and placement in baliAnsibleGit and version controlCoding skills to develop internal tooling, preferably python/bashMonitoring and site reliability (eg Prometheus, Grafana, Nagios)cPanel & WHMPleskVirtualisation software - eg KVM, Proxmox, VirtualisorUnderstanding of network operations - detailed knowledge not required for this roleOnapp desired but not essentialKnowledge of Windows and Hyper-V desired but not essential What We Offer:Opportunities for professional growth and development.Collaborative and dynamic work environment.Work with cutting-edge technologies in web hosting.",https://www.jobstreet.co.id/id/job/74881102?type=standout&ref=search-standalone,74881102
"Fullstack Developer(Frontend, Backend)",Blueondigo,Jakarta Utara,"Rp17,000,000 – Rp25,000,000 per month",Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-24,Full time,"Membangun perangkat lunak yang kuat dan dapat ditingkatkan dengan membuat fitur baru, melakukan debugging, dan mengoptimalkan aplikasiMengembangkan dan mengusulkan produk atau fitur baru dengan memantau industriMembuat kode untuk mengembangkan aplikasi web fungsional di perangkat mobile dan desktopImplementasi keamanan dan perlindungan dataDesain dan implementasi solusi penyimpanan dataBekerja sama dengan desainer, manajer produk, dan administrator sistem untuk mengidentifikasi dan membangun fitur baruJob RequirementsPendidikan minimal S1 Ilmu komputer/ Sistem Informasi/ Informasi teknologi Pengalaman minimal 4 tahun di bidang yang samaKemampuan dan pengalaman dalam Node.js, Express, Javascript, typescript, websocket, RestfullAPI, React, Vue.js, express, next.js, PHP, Laravel, codeigniter, python Django dll Pengetahuan dan pengalaman yang kuat dalam bahasa pemrograman sisi serverFamiliaritas dengan mesin database seperti PostgreSQL, MongoDB, MSSQL, MySql dllInterview processProses wawancara dilakukan secara online dengan menggunakan Google Meet",https://www.jobstreet.co.id/id/job/75190958?type=standard&ref=search-standalone,75190958
Fullstack Developer (Backend Focus),PT Karisma Zona Kreatifku,Jakarta Utara,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Kontrak,"What you will be doing: Developing the backend system using TypeScript, Node.js with Nest.js, PostgreSQL, and MongoDB.Occasionally diving into frontend tasks using Angular to integrate and deliver a good user experience. Writing and maintaining code documentation, automated tests, and unit tests. Troubleshooting and debugging production issues. Ensuring that the application is secure, reliable, and highly available. Collaboratively brainstorming with the team to come up with solutions. Occasionally diving into DevOps tasks to improve the overall system.  Who we are looking for: At least 3 years of experience in backend development. Proficient in TypeScript, Node.js, and Nest.js. Experience in Angular frontend will be a plus. Experience in developing APIs using Nest.js. Knowledge of AWS EKS or similar cloud services for hosting and scaling applications. Familiarity with Postgresql. Experience with containerization and deployment tools like Docker and Kubernetes. Understanding of software development principles such as SOLID, TDD, and design patterns. Strong problem-solving skills and ability to work independently or as part of a team. Experience in blockchain or finance terms is a plus. Capable of proposing solutions even when given minimal direction or guidance. A proactive attitude, brimming with ideas and eager to take on the challenges of a startup environmentWilling to WFO in Pluit, Jakarta Utara until September and move to PIK2Tech Stack: TypeScript Node.js with Nest.js Laravel, PHPPostgreSQL and MongoDB Angular RabbitMQ AWS EKS, ELB, S3 Docker",https://www.jobstreet.co.id/id/job/74917113?type=standout&ref=search-standalone,74917113
IT Developer,,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Full time,"Job Description:Mengelola dan Mengembangkan aplikasi perusahaan dan klien.Mengembangkan fitur aplikasi perusahaan sesuai permintaan internal user atau klienMenindaklanjuti hasil temuan error dari QA/QC ketika penyelesaian/pengembangan aplikasi maupun lanjutan perbaikan terhadap suatu bug program.Mengembangkan, memelihara, dan meningkatkan aplikasi web menggunakan kerangka PHP dan Laravel.Menulis query SQL yang efisien untuk MySQL atau PostgreSQL.Mengintegrasikan dengan dan menggunakan RESTful JSON APIs untuk meningkatkan fungsionalitas aplikasi.Berkolaborasi dengan tim lintas fungsi untuk menentukan, merancang, dan mengirimkan fitur baru.Memecahkan masalah dan men-debug aplikasi untuk memastikan kinerja dan keandalan yang optimal.Selalu mengikuti perkembangan teknologi dan tren industri yang sedang berkembang untuk terus meningkatkan proses development. Job requirement:Memiliki gelar Sarjana dalam Ilmu Komputer atau bidang terkait (lebih disukai).Memiliki kemampuan analisa yang kuat.Memiliki kemampuan berkomunikasi dan kerja tim yang sangat baik.Terbukti berpengalaman sebagai developer dengan keahlian dalam kerangka Laravel.Pemahaman yang kuat tentang sistem database management, termasuk MySQL atau PostgreSQL.Memiliki pengalaman bekerja dengan RESTful JSON APIs.Mahir dalam HTML, CSS, JavaScript, dan teknologi web terkait.Keterampilan pemecahan masalah yang kuat dan perhatian terhadap detail.Memahami sistem GIT / Version Control SystemMemiliki passion di software developmentMenguasai setidaknya dua dari bahasa pemrograman berikut:HMVC PHP Laravel / CI (Laravel diutamakan), Javascript, atau React JS / Node.jsMenguasai konsep database & menguasai setidaknya dua berikutMySQL, MSSQL, atau NO-SQL (MongoDB , Firestore)Memahami tentang Microservices.Mengerti pembuatan API merupakan nilai tambah",https://www.jobstreet.co.id/id/job/74823185?type=standout&ref=search-standalone,74823185
IT Programmer,Ika Raya Sentausa,Malang,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Kontrak,"DESKRIPSI PEKERJAAN:Membuat design, alur program dan mengimplementasikan alur tsb menjadi aplikasi sesuai dengan kebutuhan dan permintaan userMelakukan pengembangan aplikasiMemvisualisasikan data dengan baik secara program agar dapat dengan mudah dipahami oleh userKUALIFIKASI:Pendidikan minimum D3 Teknik Informatika / Sistem Informasi / Manajemen InformatikaPengalaman minimum satu tahun di posisi yang samaMenguasai SQL, PHP, Laravel, API (Web Dev), Jquery, CSS dan HTMLMemiliki problem solving yang baik dan komunikatifPenempatan Malang, Jawa Timur",https://www.jobstreet.co.id/id/job/74832839?type=standout&ref=search-standalone,74832839
Golang Developer Manager,PT TRIBUANA GLOBAL GRUP,Jakarta Utara,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Full time,"Kualifikasi:Pendidikan Sarjana dalam bidang ilmu komputer atau bidang terkaitMemiliki pengalaman yang kuat dalam pengembangan aplikasi dengan menggunakan bahasa pemrograman GoMemahami konsep-konsep inti bahasa, seperti goroutines, channels, dan pengelolaan memoriMemiliki pengalaman yang kuat dalam menggunakan Javascript, Vue JS, MariadbTerbiasa menggunakan GitTerbiasa menggunakan project collaboration softwarePengalaman dalam peran manajerial, termasuk kepemimpinan tim pengembangKemampuan untuk merencanakan, mengelola sumber daya, dan mengarahkan proyek pengembangan perangkat lunakMampu membuat keputusan desain yang baik untuk aplikasi berbasis GoPengalaman dalam bekerja dengan teknologi dan alat yang terkait dengan infrastruktur, seperti Docker, Kubernetes, atau penyedia layanan awan.Mengikuti praktik pengembangan perangkat lunak terbaik, termasuk automated testing, continuous integration, dan pengelolaan kode sumberTugas & Tanggung Jawab:Mengarahkan dan memberikan panduan kepada tim pengembang Golang dalam mencapai tujuan proyek dan pencapaian strategisMerencanakan, mengelola, dan mengawasi siklus hidup proyek pengembangan perangkat lunakTerlibat dalam proses rekrutmen dan seleksi anggota tim Mengembangkan keterampilan dan kemampuan anggota tim melalui pelatihan dan bimbinganMengidentifikasi dan mengatasi masalah kinerja serta memberikan dukungan untuk pengembangan karierBerkoordinasi dengan tim pengembang front-end, desainer, dan tim lainnya untuk memastikan integrasi yang baik antar komponen sistemMemastikan penerapan praktik pengembangan terbaik dan standar penulisan kodeMengelola proses penggabungan kode (code merging) dan memastikan pemeliharaan kode yang berkualitasMemantau progres pengembangan, memastikan pemenuhan tenggat waktu, dan mengidentifikasi risiko potensialMemastikan keamanan perangkat lunak yang dikembangkan dan mematuhi kebijakan keamanan perusahaan- Mengevaluasi teknologi baru dan tren dalam pengembangan perangkat lunak, serta mengusulkan integrasi jika diperlukan",https://www.jobstreet.co.id/id/job/74950250?type=standard&ref=search-standalone,74950250
GoLang Developer,PT. ALPHA INDO SOFT,Jakarta Raya,"Rp13,500,000 – Rp20,000,000 per month",Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-28,Full time,"Job Description:Develop and maintain high-performance APIs using Go language (Golang).Write efficient SQL queries for MySQL or PostgreSQL.Integrate systems and services to facilitate seamless data flow and communication.Collaborate with cross-functional teams to define API specifications and requirements.Implement security protocols and best practices to ensure data integrity and confidentiality.Optimize application performance and scalability through efficient code design and architecture.Stay updated with emerging technologies and industry trends to continuously improve development processes.Job Requirement:Bachelor's degree in Computer Science, Engineering, or a related field (preferred).Proven experience as a Go language (Golang) developer with a strong understanding of Go programming concepts.Experience in developing and consuming RESTful APIs.Familiarity with microservices architecture and containerization technologies (e.g., Docker, Kubernetes).Proficiency in database management systems like MySQL, PostgreSQL, or NoSQL databases.Solid understanding of web technologies such as HTML, CSS, JavaScript, and related frameworks.Strong problem-solving skills and attention to detail.Excellent communication and collaboration abilities.We Already Working From Office!2 Job Positions Available!",https://www.jobstreet.co.id/id/job/75065324?type=standout&ref=search-standalone,75065324
Odoo Developer,PT IGP Internasional,Bantul,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Kontrak,"Qualification :Minimum education bachelor degree in Information Technology (S1 Teknik Informatika) with GPA ≥ 3.0Have 1 to 3 years experience in implementation Odoorequired skill(s) : Odoo functional and Odoo framework, Python, PostgreSQL, Odoo coding & customization capabilityFamiliar with web technologies such as HTML, CSS, JavaScript, XML, ect .Experience in Odoo development, Customization, and implementation.Experience with MySQL, PostgreSQL or other relational databases.Able to work independently or teamwork, able to work under pressure and good communication skillHave a strong analytic skils and problem-solvingPassion for development (eager to learn a new programming language)Willing to work in Bantul, YogyakartaResponsibilitiesCoding, testing, and debugging new software modules and enhancements.Collaborating with functional, analysts, and project managers to developing and customizing modules.Developing and customizing Odoo modules based on Functional Design Documents.Providing technical support and troubleshooting for IT Application Systems.",https://www.jobstreet.co.id/id/job/74926838?type=standard&ref=search-standalone,74926838
Systems Developer,PT Talentvis Consulting Indonesia,Jakarta Selatan,,Teknologi Informasi & Komunikasi,Administrasi Jaringan & Sistem,"Remote working + flexible working hours, Competitive salary + 13th month bonus + health insurance + benefits, Leaders in Open Banking/Open Finance in South Asia",2024-04-27,Full time,"About our ClientA multinational financial services company.What do you get to do?Play a pivotal role in our core business by designing, building, and maintaining secure and scalable APIs, transforming our clients' internal systems into accessible and powerful tools.Contribute to Open Banking and Banking as a Service projects, shaping the future of fintech in Southeast Asia.Work in a dynamic, fast-paced development environment, emphasizing high-quality, secure, and production-grade code.Collaborate closely with our CTO and a team of Senior Developers, making a substantial and direct impact on the future technology of our rapidly expanding tech platform.What do we look for in you? Previous exposure to test driven development, databases, and web servicesProfessional experience with backend developmentExcellent English communication skills and be independently driven to successExperience with Go languageExperience with building secure, efficient and resilient systemsFamiliar with cloud technologies and related APIs (AWS, GCP, etc)Experience working in banking, ecommerce, or financial technologies",https://www.jobstreet.co.id/id/job/74854852?type=standout&ref=search-standalone,74854852
Flutter Developer (Project Based),PT Adi Data Informatika,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-27,Kontrak,"Fullstack Flutter Developer (Project Based)ResponsibilitiesDesigning, developing, testing, maintaining, and deploying software in the Flutter framework and Dart language.Developing user interface components and implementing them by following well-known Flutter / Dart workflows and practices.Communicating with product and engineering leads to implement business and project objectives.Code review of team members' commits as part of CI/CD cycle.Participate in testing, quality assurance and bug fixes as part of the CI/CD cycle.Project period 2-4 months QualificationsBachelor's degree or equivalent experience in Computer Science or related fieldDevelopment experience with programming languagesHaving experience developing mobile apps natively in iOS and/or Android.3 years of commercial experience developing and delivering Flutter based apps.Good understanding of state management, Flutter flavors and app architecture.Strong communications and consultative skills. Self-initiated and proactive",https://www.jobstreet.co.id/id/job/74827850?type=standout&ref=search-standalone,74827850
Business Developer,,Jakarta Pusat,"Rp10,000,000 – Rp15,000,000 per month",Penjualan,Pengembangan Bisnis Baru,,2024-04-27,Full time,"About usCepetDapet.com menyediakan jasa mempertemukan Customer dengan Vendor. Kami bukan marketplace dan solusi yang kami sediakan memberi manfaat untuk semua pihak.

Dalam lamaran Anda, mohon cantumkan cover letter yang menjelaskan strategi / ide apa yang akan Anda terapkan.
Qualifications & experienceBusiness SenseBusiness CreativityTasks & responsibilitiesUser Acquisition
Planning
Strategy",https://www.jobstreet.co.id/id/job/74905792?type=standout&ref=search-standalone,74905792
PHP & Java Script Developer Di Jakarta,PT Kolink Network Solutions,Jakarta Utara,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-22,Full time,"Candidate must possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Engineering (Computer/Telecommunication) or equivalent.At least 2 Year(s) of working experience in the related field is required for this position.Required Skill(s): PHP, JavaScript, Java, SQL, HTML, CSS, JQuery, Framework (Laravel, Vue, React, Etc), DB (MySQL, MongoDB, Etc)Frontend, Backend developerWMS system developmentGPS system developmentPreferably Junior Executive specialized in IT/Computer - Software or equivalent.Ready to join immediatelyKemayoran",https://www.jobstreet.co.id/id/job/75321065?type=standout&ref=search-standalone,75321065
Frontend Developer | Angular,PT Sofco Graha,Jakarta Raya,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-26,Full time,"Job description & requirementsPrincipal Accountabilities

Ensure top-quality code; practice code reviews, unit tests, integration tests, and end-to-end tests in a continuous integration environment
Use a holistic, test-oriented approach to troubleshoot and upgrade the application
Display leadership qualities with an ability to take ownership of technical projects and processes
Dedication to unit testing, code reviews, and other quality-oriented practices.

COMPETENCY REQUIREMENT

Knowledge and experience with a front-end framework (Angular Typescript) is a must

Good understanding of layout and basic user interface design principles.
Basic graphic design skills (i.e. Adobe Photoshop or similar).
Strong analytical and planning skills;
Good communication;
Excellent problem-solving skills
Having experience in an IT Company, especially in HRIS is a plus

QUALIFICATION REQUIREMENT

Minimum 1 Year experience Experience in frontend development, whether in-house, for an agency, or as a freelancer.
Bachelor's Degree in Computer Science, Information Technology, or equivalent
Managing multiple tasks and timelines in a fast-paced environment
Humility and excellent collaborative spirit. We are all here to learn and grow together as a team.

Skills
Javascript
AngularJS
Javascript Frameworks

Culture
At PT. Sofco Graha, we are nurturing, open, collaborative, passionate and vibrant.
Benefits and perks of working with us include:
Lifestyle: Casual dress code, Company outings, Work-from-homeWelfare: Health insurance",https://www.jobstreet.co.id/id/job/75445395?type=standard&ref=search-standalone,75445395
Frontend Developer,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-24,Kontrak,"Job description & requirementsRequirements :

Bachelor or higher degree in Computer Science or related fields.
Min. 3 years of experience in dynamic, responsive and cross-browser web application development using HTML, CSS and JavaScript
Strong understanding in JavaScript libraries (e.g. React.js, Vue.js or Angular).
Strong understanding in CSS libraries (e.g. Bootstrap).
Good understanding in design tools (e.g. Adobe XD or Figma), and able to convert mock-up design into code accurately.
Good understanding in interaction with back-end services (web API) and security measures needed to be implemented (e.g. JWT).
Basic understanding in Agile and Scrum
Self-motivated, can-do attitude and good communication skill. 
Willing to WFO

Job Description :

Develop client-oriented web applications with dynamic, cross-browser and responsive UI, accordingly to requirements and technology standard.
Deploy tested front-end web and ensure the functionalities work well.
Maintain and troubleshoot issues related to front-end web.
Monitor and ensure availability of front-end web.
Write high-quality, clean and maintainable code and technical documentation.
Collaborate with other developers, technical lead, UI/UX designer, QA, product owner, tribe leader and other stakeholders to build applications.

Additional information :
Employment status : contract 12 month under SIGMATECH, extendable.
Working location : Sinarmas Tower - South of Jakarta
Skills
Javascript
Javascript Frameworks
Front-end Development
Software Engineering
Agile
React.js
Vue.js
AngularJS
Angular

CultureSIGMATECH is collaborative, progressive, energetic, innovative and open.
SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from SME to 500 Fortune company.
Benefits and perks of working with us include:
Compensation: Competitive salariesLifestyle: Casual dress codeProgression: Professional development (Webinars & Prime Class)Welfare: BPJS, Private Insurance, Transport Allowance
About the company",https://www.jobstreet.co.id/id/job/75364194?type=standard&ref=search-standalone,75364194
Frontend Developer,TADA,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-28,Full time,"Job description & requirementsResponsibilities

Handle Development and Improvement Frontend (web)
Designing user interactions on web pages
Ensuring the responsiveness of applications
Research new technology for better performance of web
Working alongside graphic designers for web design features
Working alongside backend engineer

Requirements

Positive, can-do attitude with the drive to continuously learn and improve
2-3 years experiences as frontend developer
Able to code in framework Vue.js, Nuxt.js & Next.js
Strong computer science fundamentals in object-oriented design, algorithms, and data structures, as well as process-oriented problem-solving skills
A strong drive to make things happen, detail-oriented and self-motivated
Ability to communicate effectively with both technical and non-technical audiences.

Skills
Vue.js
Front-end Development
Mobile Development

CultureAt TADA we always have rooms to grow, strive for excellence, and personal improvement. It’s not just about getting the job done, it’s about how you challenge yourself every single day to develop the best possible version of yourself. We value difference, authenticity, and ownership as much as we love to share, learn, and laugh. We’re looking for risk taker and problem solver.
Benefits and perks of working with us include:
Compensation: Bonuses, Competitive salariesFamily benefits: Paid maternity / paternity leaveProgression: Professional developmentWelfare: Health insurance, Paid sick days
About the companyTADA is a customer retention platform that helps businesses retain customers longer using memberships, subscriptions, referrals, digital rewards, and more.",https://www.jobstreet.co.id/id/job/75275212?type=standard&ref=search-standalone,75275212
Full Stack Web Developer,Katsudoto,Medan,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-25,Kontrak,"- Mengembangkan dan memelihara komponen front-end website, termasuk antarmuka pengguna (UI) dan fitur-fitur interaktif.
- Merancang dan mengimplementasikan fitur-fitur back-end, termasuk manajemen data, API, dan logika bisnis.
- Berkolaborasi dengan tim untuk merancang dan menguji perubahan dan peningkatan website.
- Memastikan engine memiliki performa yang baik, responsif, dan user-friendly.
- Berpartisipasi dalam perancangan basis data dan integrasi dengan database.
Kualifikasi:
- HTML5 & CSS3
- Javascript / JQuery
- Tailwind
- PHP Native / Laravel
- MySQL
- Git
- Replica Database (jadi nilai plus)
- CI/CD (jadi nilai plus)
- Pria/Wanita
- Tanpa Pengalaman Bekerja
- Diploma
- 20 - 25 Tahun
- Terima kandidat tanpa foto diri
- Kota sesuai penempatan kerja (Kota Medan)",https://www.jobstreet.co.id/id/job/75434606?type=standard&ref=search-standalone,75434606
Senior Frontend Developer,Suitmedia,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-23,Full time,"Job description & requirementsRole
You will develop high-quality modern websites.
Responsibilities

Create UI prototype using HTML, CSS, JavaScript that is compatible with all web browsers
Write high-quality code: semantic, clean, conforming to W3C standards
Build high-performance frontend web application
Integrate API using JavaScript framework
Write technical documentation

Requirements

Must have experience in any client-side MVC framework such as VueJs, ReactJs, or AngularJs.
Must have a solid proficiency in client-side web technologies such as HTML, CSS, and Javascript.
Must have a solid proficiency in responsive web design and knowledge of mobile browser quirks.
Must have a solid proficiency in any CSS preprocessors such as SASS or Less.
Must have a solid proficiency in using Git in everyday workflow.
Should have a knowledge of any CSS architectures such as SMACSS or OOCSS.
Should have a knowledge of any Javascript design patterns such as module pattern or factory.
Could have a good understanding in web usability and user experience (UX) design.

Skills
React.js
UI/UX Design
HTML+CSS
Git
MVC
Javascript
CSS
AngularJS
Javascript Frameworks
Vue.js
SCSS/SASS
HTML
APIs
LESS

CultureOur Cultures:

Learning while working – Everyday is a chance to master advance skills. You'll become more and more awesome.
Flexibility at work – We have the freedom on how and when we work with a goal to increase productivity in the workplace.
Work-life balance – We know how to use our time in a smart and efficient way.
Spirit of fun – We all grow together in a fun, creative, and dynamic workplace. The team is guaranteed to always have a good time.

Employee Benefits:

Multiple health insurances
Flexible working hours, remote-first, work-from-anywhere
12-days annual paid leave, outside cuti bersama

About the company",https://www.jobstreet.co.id/id/job/75365316?type=standard&ref=search-standalone,75365316
Web Programmer,Company Confidential,Banjarmasin,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-24,Kontrak,"Usia maksimal 35 tahun.Minimal S1 jurusan Teknik Informatika, Sistem Informasi, atau jurusan yang relevan.Menguasai PHP / CSS / Javascript / MySQL.Mempunyai skill desain grafis dan editing video menjadi nilai tambah.Berkepribadian yang jujur, pekerja keras, dan inovatif.Terbuka untuk fresh graduate.Diutamakan domisili BanjarmasinPria/WanitaTanpa Pengalaman BekerjaDiplomaTidak ada batasan usiaTerima kandidat tanpa foto diriKota sesuai penempatan kerja (Kota Banjarmasin)",https://www.jobstreet.co.id/id/job/75408221?type=standard&ref=search-standalone,75408221
Full Stack Programmer,Company Confidential,Yogyakarta,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-26,Kontrak,"• Mengembangkan aplikasi web dan software yang berkualitas tinggi • Menganalisis dan me-maintain aplikasi / software yg sudah ada • Mendesain kode program yang dapat highly scalable dan testable • Menemukan dan memperbaiki bugs program • Support secara menyeluruh life-cycle sebuah aplikasi : concept, design, build, deploy, test, release and support - Pria/Wanita - Berpengalaman - SMA/SMK - Tidak ada batasan usia - Terima kandidat dari mana saja",https://www.jobstreet.co.id/id/job/75447324?type=standard&ref=search-standalone,75447324
Frontend Engineer,PT Mediatics Digital Indonesia,Jakarta Raya,,Teknologi Informasi & Komunikasi,Teknik – Perangkat Lunak,,2024-04-28,Full time,"Job description & requirementsHi! we are looking for a Frontend Engineer for NXS Indonesia (sister company from Mediatics)
Job Descriptions 
Responsibilities:

Collaborate with teams to develop, test, and deploy software solutions.
Ensure code integrity and scalability of existing systems through maintenance and enhancements.
Design and implement new features adhering to best practices.
Investigate and resolve software defects/bugs promptly.
Create and maintain technical documentation.
Work closely with peers and stakeholders to analyze requirements and support team goals.
Stay updated on emerging technologies.
Assist in quality assurance processes.

Requirements:

Bachelor’s degree in Computer Science or related field.
1-3 years experience in software engineer.
Proficiency in Vue.js, including its library/plugin (pinia, nuxt, babel, etc)
Familiarity with version control systems (e.g., Git).
Good to have: Experience with Strapi.
Experience with other FrontEnd framework is a plus (React, Angular, etc)
Strong verbal and written communication skills.
Analytical mindset with proactive troubleshooting skills.
Ability to collaborate effectively within a team environment.
Meticulous attention to detail in delivering high-quality solutions.
Willingness to adapt to changing priorities and requirements.

Skills
Front-end Development
Software Engineering
Vue.js
Version Control
Communication Skills

CultureMediatics is a great atmosphere for those who are looking for a great place to play and grow
Benefits and perks of working with us include:
Compensation: Competitive salaries, Transportation, Company TripLifestyle: Casual dress code, Flexible hoursProgression: Professional developmentWelfare: Health insurance, Wellness programs",https://www.jobstreet.co.id/id/job/75179118?type=standard&ref=search-standalone,75179118
Assistant Front end Developer,Ascendeum,Jakarta Raya,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-28,Full time,"Ad Tech Strategy Consulting Ascendeum is your on-demand dream team. In today’s high-speed world, business leaders want highly-processed business intelligence, ideas that challenge the status quo, and first-rate management to craft those ideas into reality. We are a consortium of consultants, process engineers, and approved vendors that provide strategic consulting as well as operations management right across the digital landscape. We believe that to provide you with strategic guidance, to be the catalyst for your company’s growth, and to consistently deliver results over and over again, we have to function in ways that completely redefine the meaning of traditional consulting and managed operations. Visit us at ascendeum.com for more information.
The Role
Job Responsibilities:

Meeting with the development team to discuss user interface ideas and applications.
Reviewing application requirements and interface designs.
Identifying web-based user interactions.
Developing and implementing highly-responsive user interface components.
Writing application interface codes using JavaScript, following libraries such as React.js or Angular.
Troubleshooting interface software and debugging application codes.
Developing and implementing front-end architecture to support user interface concepts.
Monitoring and improving front-end performance.
Documenting application changes and developing updates.

Ideal Profile
Desired Skills and Experience:

Bachelor’s degree in Computer Science, Information Technology, or a similar field.
Previous experience working as a Frontend Developer.
In-depth knowledge of JavaScript, CSS, HTML and front-end languages.
Hands-on experience with JavaScript libraries (e.g. React.js, React Native, and Angular).
Experience with user interface design.
Knowledge of performance testing frameworks.
Experience with browser-based debugging and performance testing software.
Excellent troubleshooting skills.
Good project management skills.

Thank you for your interest in joining Ascendeum.
What's on Offer?

Excellent career development opportunities
Flexible working options
Work alongside & learn from best in class talent",https://www.jobstreet.co.id/id/job/75143093?type=standard&ref=search-standalone,75143093
Web Developer,PT Varnion Technology Semesta,Danurejan,,Teknologi Informasi & Komunikasi,Developer/Programmer,,2024-04-28,Full time,"Job descriptions 1. Understand and learn the Laravel framework for backend application development.2. Contribute to the design and implementation of models, controllers, and middleware.3. Learn and adapt to frontend using Bootstrap and jQuery.4. Support bug fixes and enhancements in functionality.5. Learn and participate in frontend development using Tailwind, Inertia, and ReactJS.6. Develop skills in creating responsive and attractive user interfaces.7. Collaborate with the development team, designers, and other teams.8. Participate in technical project discussions and planning.9. Proficient in using and collaborating with GitHub for program code management.10. Experience or personal projects on GitHub will be considered an asset.Requirements :1. Have a knowledge of programming concepts and web development.2. Have knowledge or experience in using the Laravel framework.3. Able to design, implement, and manage models, controllers, and middleware on the backend.4. Ability to understand and practice the principles of RESTful API design.5. Enthusiasm to learn and develop skills in Laravel, Bootstrap, jQuery, Tailwind, Inertia, and ReactJS.6. Ability to work collaboratively within a team.7. High initiative and strong problem-solving skills.Persyaratan minimum:Tersedia jam fleksibelDiperlukan 1 tahun pengalaman kerja yang relevan untuk posisi iniPelamar harus memiliki KTP",https://www.jobstreet.co.id/id/job/75195905?type=standard&ref=search-standalone,75195905
