Role,Company Name,Location,Posted Date,Extracted Date,Key Skill,Job Description,More Detail
Site Reliability Engineer,Halliburton Ltd,Bengaluru / Bangalore,2 days ago,2024-02-16,"cloud operations  ,   devsecops  ,   kubernetes  /  docker  ,   ci  /  cd pipelines  ,   id management   ,  information technology  ,  sso  ,  javascript  ,  storage  ,  system administration  ,  security  ,  git  ,  iam  ,  linux  ,  debugging  ,  cloud computing  ,  windows  ,  infrastructure","Site Reliability EngineerDate: Feb 13 ,  2024Location: KA ,  INWe are looking for the right people  people who want to innovate ,  achieve ,  grow and lead. We attract and ret...",https://www.timesjobs.com/job-detail/site-reliability-engineer-halliburton-ltd-bengaluru-bangalore-4-to-12-yrs-jobid-6mQHB8BxLnpzpSvf__PLUS__uAgZw==&source=srp
DevOps Engineer - II,Bottomline Technologies,Bengaluru / Bangalore,few days ago,2024-02-16,"devops automation   ,   cloud infrastructure   ,   java microservices   ,   systems administration   ,   networking   ,  orchestration  ,  information technology  ,  snmp  ,  unix  /  linux  ,  java programming  ,  hosting  ,  docker  ,  sql  ,  security  ,  database  ,  iam  ,  production support  ,  production environment","Position Summary: Bottomline Technologies is seeking a smart ,  highly motivated individual to work as a DevOps Engineer II.this position will be responsible for systems  &  a...",https://www.timesjobs.com/job-detail/devops-engineer-ii-bottomline-technologies-bengaluru-bangalore-3-to-6-yrs-jobid-__PLUS__xBSHVnxtq5zpSvf__PLUS__uAgZw==&source=srp
FluentD Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"information technology  ,  computer programming  ,  javascript  ,  ruby  ,  docker  ,  windows os  ,  database  ,  java  ,  hadoop  ,  unix",Job Description Experience:- 5  yearsRoles and Responsibilities: We will also look for your input in representing the customers feedback with the Product team and helping us d...,https://www.timesjobs.com/job-detail/fluentd-engineer-cotocus-bengaluru-bangalore-5-to-8-yrs-jobid-__SLASH__V5Z4__PLUS__VkjldzpSvf__PLUS__uAgZw==&source=srp
Senior Technical Support Engineer  /  Technical Support Engineer,reach technologies inc,"Mumbai,  Delhi,  Delhi/NCR,  Bengaluru / Bangalore",2 days ago,2024-02-16,"revenue growth  ,  Technical Support  ,  trouble shooting","Job Description To strategise ,  initiate ,  develop ,  implement and manage sales plans and programmes across India to drive revenue growth and acceptance and deployment of R...",https://www.timesjobs.com/job-detail/senior-technical-support-engineer-technical-support-engineer-reach-technologies-inc-mumbai-delhi-delhi-ncr-bengaluru-bangalore-3-to-5-yrs-jobid-cdePs__PLUS__pvSjRzpSvf__PLUS__uAgZw==&source=srp
System Integrator,corpus corporate solutions pvt. ltd,Bengaluru / Bangalore,2 days ago,2024-02-16,"operating system  ,  embedded software  ,  java  ,  mpeg  ,  system architecture  ,  debugging  ,  middleware",Minimum of 8 years experience in embedded software design / development with strong knowledge of JavaExpertise in Java languages based Middleware and STB  ( integrate on opera...,https://www.timesjobs.com/job-detail/system-integrator-corpus-corporate-solutions-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-gpesCZgwo__SLASH__hzpSvf__PLUS__uAgZw==&source=srp
"Infogain looking for Frontend React Developer  ( Lead )  ,  Bangalore ,  India 8-11 Years Experience in ReactJS",Infogain Corporation,Bengaluru / Bangalore,1 day ago,2024-02-16,"reactjs  ,   bootstrap  ,   react native  ,   html  ,   css   ,  artificial intelligence  ,  software engineering  ,  telecom  ,  object oriented programming","Frontend React Developer  ( Lead ) Skills: ReactJS ,  BootStrap ,  React NativeLocation: Bangalore ,  IndiaPosted on: February 13 ,  2024Share on Linkedin | Share on Twitter |...",https://www.timesjobs.com/job-detail/infogain-looking-for-frontend-react-developer-lead-bangalore-india-8-11-years-experience-in-reactjs-infogain-corporation-bengaluru-bangalore-7-to-11-yrs-jobid-7uIHE90Z7RVzpSvf__PLUS__uAgZw==&source=srp
SOFTWARE DEVELOPMENT ENGINEER,Cellworks,Bengaluru / Bangalore,2 days ago,2024-02-16,"c    ,  python  ,  c  ,  linux operating system  ,  problem solving  ,  svn  ,  team player  ,  eclipse  ,  git  ,  perl  ,  unix","SOFTWARE DEVELOPMENT ENGINEER Requirements and Qualification: Algorithmic thinking and problem solving orientation2 to 3 years of hands-on programming experience ,  in a langu...",https://www.timesjobs.com/job-detail/software-development-engineer-cellworks-bengaluru-bangalore-2-to-3-yrs-jobid-dluc2MZMJ1BzpSvf__PLUS__uAgZw==&source=srp
Ansible Automation Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"python  ,  orchestration  ,  windows  ,  docker  ,  java  ,  infrastructure  ,  unix","Job Description Ansible Automation Engineer has work on IT automation engine that automates cloud provisioning ,  configuration management ,  application deployment ,  intra-s...",https://www.timesjobs.com/job-detail/ansible-automation-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-LMQswYwqoJtzpSvf__PLUS__uAgZw==&source=srp
Member of Technical Staff [ 7-15 yrs Experience ] [Python Automation - Networking],Nutanix,Bengaluru / Bangalore,few days ago,2024-02-16,"python automation  ,   networking  ,   test automation  ,   software development  ,   virtualization technologies   ,  c    ,  java  ,  openstack  ,  sdn  ,  tcpdump  ,  security  ,  git  ,  perl  ,  infrastructure","Member of Technical Staff [ 7-15 yrs Experience ] [Python Automation - Networking] Engineering - India Bangalore ,  India Req.Num.: 25392Hungry ,  Humble ,  Honest ,  with Hea...",https://www.timesjobs.com/job-detail/member-of-technical-staff-7-15-yrs-experience-python-automation-networking-nutanix-bengaluru-bangalore-7-to-15-yrs-jobid-8WgYw3P5q3FzpSvf__PLUS__uAgZw==&source=srp
"Sr. Software Development Engineer ,  Full-Stack UI",netskope software pvt.ltd,Bengaluru / Bangalore,1 day ago,2024-02-16,"test automation   ,   capacity planning   ,   python   ,   java   ,   nodejs   ,  rest api  ,  xml  ,  web development  ,  html  ,  javascript  ,  bscs  ,  angularjs  ,  algorithms  ,  docker  ,  security  ,  git  ,  testing tools  ,  json  ,  machine learning  ,  written communication  ,  infrastructure  ,  gateway","About NetskopeToday ,  there's more data and users outside the enterprise than inside ,  causing the network perimeter as we know it to dissolve. We realized a new perimeter w...",https://www.timesjobs.com/job-detail/sr-software-development-engineer-full-stack-ui-netskope-software-pvt-ltd-bengaluru-bangalore-12-to-15-yrs-jobid-eU10mSSDBNpzpSvf__PLUS__uAgZw==&source=srp
DevOps Engineer Docker Kubernetes,appzoy technologies pvt. ltd.,Bengaluru / Bangalore,1 day ago,2024-02-16,"orchestration  ,  docker  ,  security  ,  node.js  ,  devops  ,  infrastructure","Responsible for overall Docker  &  Kubernetes setup ,  configuration and Architecture. Configuring and maintaining /  supporting a large scale Docker based environment using k...",https://www.timesjobs.com/job-detail/devops-engineer-docker-kubernetes-appzoy-technologies-pvt-ltd-bengaluru-bangalore-3-to-5-yrs-jobid-QVywirteFfVzpSvf__PLUS__uAgZw==&source=srp
iOS Developer,Mobile Tutor Private Limited,"Chennai,  Bengaluru / Bangalore",2 days ago,2024-02-16,"html5  ,  graphics  ,  storage  ,  ajax  ,  jquery  ,  git  ,  xml  ,  json  ,  mysql  ,  api  ,  rest  ,  database management system  ,  c  ,  operating system  ,  mobile  ,  mac os x  ,  javascript  ,  infrastructure  ,  php  ,  soap",What youll do:You will be responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and tablet computers.You will...,https://www.timesjobs.com/job-detail/ios-developer-mobile-tutor-private-limited-chennai-bengaluru-bangalore-3-to-6-yrs-jobid-8u65BEc__PLUS__mkpzpSvf__PLUS__uAgZw==&source=srp
Terraform Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"docker  ,  security  ,  infrastructure  ,  devops",Job Description Experience:- 5 yrs.Roles and Responsibilities: Provisioning infrastructures by writing terraform scripts.Templating Kubernetes clusters using Helm ChartsShould...,https://www.timesjobs.com/job-detail/terraform-engineer-cotocus-bengaluru-bangalore-5-to-8-yrs-jobid-pwjIzdOTYJpzpSvf__PLUS__uAgZw==&source=srp
Twistlock Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"security  ,  information technology  ,  docker","Job Description Twistlock is the leading provider of container and cloud native cybersecurity solutions for the modern enterprise. From precise ,  actionable vulnerability man...",https://www.timesjobs.com/job-detail/twistlock-engineer-cotocus-bengaluru-bangalore-4-to-5-yrs-jobid-Las5YHLMnMZzpSvf__PLUS__uAgZw==&source=srp
Istio Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"infrastructure engineering  ,  software integration  ,  docker  ,  security  ,  git  ,  devops  ,  infrastructure  ,  linux",Job Description Experience:- 4  years.Roles and Responsibilities: The Hardware and Infrastructure Engineering  ( HW & I )  team has a professional position as a Lead DevOps Ku...,https://www.timesjobs.com/job-detail/istio-engineer-cotocus-bengaluru-bangalore-4-to-7-yrs-jobid-8FFC7XhfriRzpSvf__PLUS__uAgZw==&source=srp
Engineering Trainee,Shoonye Technology Solutions Pvt Ltd,Bengaluru / Bangalore,2 days ago,2024-02-16,"algorithms  ,  python  ,  java  ,  git  ,  operating system  ,  svn  ,  javascript  ,  unix",Engineering Trainee Know a programming language reasonably well  ( Java / Javascript / Python ) Good knowledge of unix operating systemWell versed with data structure and algo...,https://www.timesjobs.com/job-detail/engineering-trainee-shoonye-technology-solutions-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-hWheolnhFWdzpSvf__PLUS__uAgZw==&source=srp
MTS - 2 / 3 - Distributed Systems - Data Platform [ Backend Development ] [ 2-4 yrs],Nutanix,Bengaluru / Bangalore,5 days ago,2024-02-16,"distributed systems   ,   backend development   ,   c   or go programming   ,   data structure and algorithms   ,   systems networking   ,  oss  ,  docker  ,  security  ,  database  ,  os internals  ,  infrastructure","MTS - 2 / 3 - Distributed Systems - Data Platform [Backend Development] [2-4 yrs]Engineering - IndiaBangalore ,  IndiaReq.Num.: 26008Hungry ,  Humble ,  Honest ,  with Heart.t...",https://www.timesjobs.com/job-detail/mts-2-3-distributed-systems-data-platform-backend-development-2-4-yrs-nutanix-bengaluru-bangalore-2-to-4-yrs-jobid-TAWSyI__PLUS__RX__PLUS__9zpSvf__PLUS__uAgZw==&source=srp
Sr. Systems Engineer,intuitor softtech services pvt. ltd.,Bengaluru / Bangalore,2 days ago,2024-02-16,"scsa  ,  unix  ,  sharepoint  ,  storage  ,  security  ,  linux  ,  c  ,  os  ,  operating system  ,  windows  ,  infrastructure","Job Summary: Configure ,  deploy ,  troubleshoot and provide ongoing operations and maintenance support for client and Clients infrastructures  ( OS: e.g. ,  Windows ,  Linux ...",https://www.timesjobs.com/job-detail/sr-systems-engineer-intuitor-softtech-services-pvt-ltd-bengaluru-bangalore-10-to-13-yrs-jobid-x6K9oM9rFepzpSvf__PLUS__uAgZw==&source=srp
Fullstack Developer,the modern dimension,"Delhi,  Delhi/NCR,  Bengaluru / Bangalore",1 day ago,2024-02-16,"fundamentals  ,  algorithms  ,  css  ,  spring  ,  react.js  ,  java  ,  html  ,  data structures  ,  oojs  ,  oracle  ,  javascript  ,  nosql  ,  cassandra","Mandatory skills: Java / Node backend 70 PERCENT    UI Javascript -30 PERCENT  - HTML ,  CSS ,  OOJS ,  React.jsResponsibilities Design ,  build ,  test and deploy cutting edg...",https://www.timesjobs.com/job-detail/fullstack-developer-the-modern-dimension-delhi-delhi-ncr-bengaluru-bangalore-4-to-7-yrs-jobid-MdnYMHcrsGZzpSvf__PLUS__uAgZw==&source=srp
Android Developer,Mobile Tutor Private Limited,"Chennai,  Bengaluru / Bangalore",2 days ago,2024-02-16,"html5  ,  ajax  ,  jquery  ,  j2me  ,  java  ,  xml  ,  j2ee  ,  json  ,  mysql  ,  rest  ,  database management system  ,  operating system  ,  mobile  ,  javascript  ,  android development  ,  infrastructure  ,  php  ,  soap",What youll do:You as an Android developer will be responsible for developing applications for devices powered by the Android operating system and must pay special attention to...,https://www.timesjobs.com/job-detail/android-developer-mobile-tutor-private-limited-chennai-bengaluru-bangalore-3-to-6-yrs-jobid-dDzSbCHFXslzpSvf__PLUS__uAgZw==&source=srp
New Relic Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"windows  ,  docker  ,  production support  ,  infrastructure  ,  devops  ,  unix   /   linux",Job Description Experience:- 5  yrs.Roles and Responsibilities: Responsible for deploying and monitoring application log filesApplication deployment and maintenanceSystem upgr...,https://www.timesjobs.com/job-detail/new-relic-engineer-cotocus-bengaluru-bangalore-5-to-8-yrs-jobid-w6WJCRSRaj5zpSvf__PLUS__uAgZw==&source=srp
Cloud Automation engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"orchestration  ,  docker  ,  senior software developer  ,  software delivery  ,  problem solving  ,  production support  ,  infrastructure  ,  production environment","Job Description The Cloud Automation Engineer is primarily a senior software developer or engineer that specializes in cloud automation ,  orchestration and integration. This ...",https://www.timesjobs.com/job-detail/cloud-automation-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-pDHpE4ColaBzpSvf__PLUS__uAgZw==&source=srp
Tata UniStore Limited - Lead Engineer - Android,Tata CLiQ,"Mumbai,  Bengaluru / Bangalore",1 day ago,2024-02-16,"1  )   android concepts 2  )   kotlin  ,   java  ,   android sdk 3  )   mobile architecture 4  )   restful apis 5  )   code versioning   (  git  )     ,  software design  ,  mockito  ,  security  ,  mvvm  ,  debugging  ,  mvc  ,  junit  ,  system architecture",** Lead Engineer - Android Mumbai / Bangalore**Technology  EngineeringFull TimeOn-siteTata CLiQ is the flagship digital commerce initiative of the Tata Group. It is a multi-ca...,https://www.timesjobs.com/job-detail/tata-unistore-limited-lead-engineer-android-tata-cliq-mumbai-bengaluru-bangalore-2-to-6-yrs-jobid-89SdBuWwStNzpSvf__PLUS__uAgZw==&source=srp
ECS Cloud Architecture Specialist - Siemens Teamcenter,SAP Ariba,Bengaluru / Bangalore,1 day ago,2024-02-16,"cloud architecture   ,   siemens teamcenter   ,   sap technologies   ,   IT security   ,   it operations   ,  information technology  ,  sybase  ,  network management  ,  business objects  ,  web technologies  ,  it architecture  ,  database  ,  linux  ,  cloud services  ,  microsoft azure  ,  infrastructure",Information TechnologyECS Cloud Architecture Specialist - Siemens TeamcenterWe help the world run betterOur company culture is focused on helping our employees enable innovati...,https://www.timesjobs.com/job-detail/ecs-cloud-architecture-specialist-siemens-teamcenter-sap-ariba-bengaluru-bangalore-8-to-11-yrs-jobid-eOlaLdTPbrdzpSvf__PLUS__uAgZw==&source=srp
Solutions Architect - Java,Clarivate Analytics,Bengaluru / Bangalore,1 day ago,2024-02-16,"aws  ,   java  ,   spring framework  ,   microservices development  ,   sql programming  ,   big data processing systems    ,  storage  ,  security  ,  database  ,  devops  ,  j2ee  ,  json  ,  debugging  ,  api  ,  nosql  ,  system architecture  ,  infrastructure","Job Number: JREQ125351City ,  ST: Bangalore ,  KADate Posted: 11 / 14 / 2023Fraud Warning: Please be advised that recently there have been fraudulent job offers and interviews...",https://www.timesjobs.com/job-detail/solutions-architect-java-clarivate-analytics-bengaluru-bangalore-8-to-11-yrs-jobid-ZgCckPESTZJzpSvf__PLUS__uAgZw==&source=srp
Confluence Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"hosting  ,  docker  ,  java  ,  xml  ,  technical skills","Job Description Experience:- 5  years.Technical Skills: 3 to 5 years of relevant experience in Atlassian software - Jira ,  Confluence  &  Service Desk.Java / XML development ...",https://www.timesjobs.com/job-detail/confluence-engineer-cotocus-bengaluru-bangalore-5-to-8-yrs-jobid-Jn2eX8s1PY5zpSvf__PLUS__uAgZw==&source=srp
Database Developer  /  Architect - The Edge,The Edge Asia,Bengaluru / Bangalore,1 day ago,2024-02-16,"database development   ,   database architecture   ,   sql   ,   performance tuning   ,   unix  /  linux  /  scripting    ,  dbms  ,  database management  ,  postgresql  ,  mysql  ,  mongodb  ,  oracle  ,  triggers  ,  database developer",Our client is a multinational company that provides global investment banking firm that operates in several key areas within the financial industry. The company is headquarter...,https://www.timesjobs.com/job-detail/database-developer-architect-the-edge-the-edge-asia-bengaluru-bangalore-8-to-11-yrs-jobid-WuUezaKc4DBzpSvf__PLUS__uAgZw==&source=srp
"Embedded Engineer IRC202984 in Pune ,  - Hitachi",hitachi ltd,"Bengaluru / Bangalore,  Pune",1 day ago,2024-02-16,"linux based embedded systems  embedded c  /  c    debugging and problem solving  linux kernel concepts  multi threading  /  core primitives   ,  telecommunication  ,  c   programming  ,  m2m  ,  software project  ,  team player  ,  hitachi  ,  written communication","Description:Join GlobalLogic ,  to be a valid part of the team working on a huge software project for the world-class company providing M2M  /  IoT 4G / 5G modules e.g. to the...",https://www.timesjobs.com/job-detail/embedded-engineer-irc202984-in-pune-hitachi-hitachi-ltd-bengaluru-bangalore-pune-5-to-9-yrs-jobid-P5PKcoDOnGhzpSvf__PLUS__uAgZw==&source=srp
React Native Developer,deuglo infosystem,Bengaluru / Bangalore,1 day ago,2024-02-16,"css  ,  java  ,  debugging  ,  json  ,  web development  ,  html  ,  oojs  ,  cli  ,  mobile  ,  javascript  ,  visual studio  ,  bluetooth","Hands-on experience on React Native APIs ,  ReactJS ,  Javascript ,  ECMAScript  ( OOJS )  and JSX Hands-on experience on iOS or Android is an added advantage.Hands-on experie...",https://www.timesjobs.com/job-detail/react-native-developer-deuglo-infosystem-bengaluru-bangalore-2-to-3-yrs-jobid-DGvxGjg4Z__PLUS__pzpSvf__PLUS__uAgZw==&source=srp
JUnit Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"c#  ,  junit  ,  software testing  ,  javascript  ,  docker  ,  java  ,  api  ,  java programming","Job Description JUnit is the most famous unit test framework in Java. This is an opportunity to join a passionate and dynamic team ,  as a JUnit Engineer.the Job Role and Resp...",https://www.timesjobs.com/job-detail/junit-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-WmbDFNknzCpzpSvf__PLUS__uAgZw==&source=srp
Nomad Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"algorithms  ,  orchestration  ,  information technology  ,  docker  ,  debugging  ,  director",Job Description In this role you will be leading an org that is responsible for delivering the core Vault product. As a Director of Engineering in a Vault team you are a key l...,https://www.timesjobs.com/job-detail/nomad-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-l5__SLASH__5dX1Dr__PLUS__pzpSvf__PLUS__uAgZw==&source=srp
Jira Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"jsp  ,  sql  ,  docker  ,  java  ,  testing tools  ,  vb script  ,  xml  ,  perl  ,  rest  ,  python  ,  javascript  ,  written communication  ,  forms",Job Description Experience:- 7  yrs.Roles and Responsibilities: The JIRA / Automation Engineer would need to have at least 7  years of experience. This Candidate must have exp...,https://www.timesjobs.com/job-detail/jira-engineer-cotocus-bengaluru-bangalore-7-to-10-yrs-jobid-OQL2CBoNb75zpSvf__PLUS__uAgZw==&source=srp
Linux Application Developer,YsecIT softwares India Private Limited.,Bengaluru / Bangalore,2 days ago,2024-02-16,"c    ,  linux operating system  ,  system programming  ,  client server  ,  programmer analyst  ,  problem solving  ,  java  ,  linux  ,  debugging  ,  software developer",Linux Application Developer Work Location BangaloreSalary Best in the industryRole Applications development programmer analystExperience 3   YearsSkills Proven work experience...,https://www.timesjobs.com/job-detail/linux-application-developer-ysecit-softwares-india-private-limited-bengaluru-bangalore-3-to-6-yrs-jobid-G3oUSb97X__SLASH__lzpSvf__PLUS__uAgZw==&source=srp
Senior Developer - Java Full Stack,SAP Ariba,Bengaluru / Bangalore,1 day ago,2024-02-16,"java full stack  ,   software engineering  ,   kubernetes  ,   docker  ,   git  ,   microservices  ,   spring boot  ,   ci  /  cd  ,   jenkins  ,   cloud engineering  ,   devops  ,   java  /  j2ee  ,   cloud platforms  ,   ui5  ,   javascript  ,   messaging systems  ,   apache camel  ,   karaf  ,   postgresql  ,   distributed systems   ,  security  ,  database  ,  cloud services",Software-Design and DevelopmentSenior Developer - Java Full StackWe help the world run betterOur company culture is focused on helping our employees enable innovation by build...,https://www.timesjobs.com/job-detail/senior-developer-java-full-stack-sap-ariba-bengaluru-bangalore-8-to-10-yrs-jobid-Dow4mnr3akJzpSvf__PLUS__uAgZw==&source=srp
USER INTERFACE DEVELOPMENT ENGINEER,Cellworks,Bengaluru / Bangalore,2 days ago,2024-02-16,"css  ,  jquery  ,  apache  ,  git  ,  xml  ,  html  ,  mysql  ,  api  ,  perl  ,  mongodb  ,  python  ,  linux operating system  ,  problem solving  ,  svn  ,  team player  ,  javascript  ,  eclipse  ,  php  ,  unix",USER INTERFACE DEVELOPMENT ENGINEER Requirements and Qualification: Algorithmic thinking and problem solving orientation2 to 4 years of hands-on programming experience of UI  ...,https://www.timesjobs.com/job-detail/user-interface-development-engineer-cellworks-bengaluru-bangalore-2-to-4-yrs-jobid-Q9fGGcpVNMJzpSvf__PLUS__uAgZw==&source=srp
TeamCity Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"cloud services  ,  svn  ,  ruby  ,  docker  ,  git  ,  java  ,  .net  ,  teamcity","Job Description TeamCity integrates with all major development frameworks ,  version control systems ,  issue trackers ,  IDEs ,  and cloud services ,  providing teams with an...",https://www.timesjobs.com/job-detail/teamcity-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-0GOgKUvIl7VzpSvf__PLUS__uAgZw==&source=srp
Java Angular Developer,Gainwell Technologies,Bengaluru / Bangalore,1 day ago,2024-02-16,"java  ,   angular  ,   spring boot  ,   sql  ,   aws   ,  jsp  ,  cmp  ,  data warehousing  ,  jdbc  ,  database  ,  oracle 8i  /  9i  ,  spring mvc  ,  devops  ,  java servlets  ,  middleware  ,  sybase  ,  ant  ,  weblogic  ,  javascript  ,  nosql  ,  struts  ,  soap","Java Angular DeveloperDate: Oct 7 ,  2023Location: Bangalore ,  KA ,  IN ,  560100 Chennai ,  TN ,  IN ,  600032Req ID: 20754SummaryAs a Java Angular Developer at Gainwell ,  ...",https://www.timesjobs.com/job-detail/java-angular-developer-gainwell-technologies-bengaluru-bangalore-10-to-13-yrs-jobid-vG68WWlPRQdzpSvf__PLUS__uAgZw==&source=srp
"Senior Developer - Java ,  Spring Boot",SAP Ariba,Bengaluru / Bangalore,1 day ago,2024-02-16,"java  ,   spring boot  ,   cloud environments  ,   kubernetes  ,   docker  ,   git  ,   microservices  ,   ci  /  cd  ,   jenkins pipelines  ,   cloud engineering  ,   devops mindset  ,   database systems   ,  apache  ,  camel  ,  j2ee  ,  software engineering  ,  java developer  ,  messaging  ,  security  ,  postgresql  ,  cloud services  ,  microsoft azure  ,  infrastructure","Software-Design and DevelopmentSenior Developer - Java ,  Spring Boot**We help the world run betterOur company culture is focused on helping our employees enable innovation by...",https://www.timesjobs.com/job-detail/senior-developer-java-spring-boot-sap-ariba-bengaluru-bangalore-8-to-10-yrs-jobid-Y72VyJsDpFdzpSvf__PLUS__uAgZw==&source=srp
"Sr. Software Development Engineer ,  Full-Stack UI",netskope software pvt.ltd,Bengaluru / Bangalore,1 day ago,2024-02-16,"python  ,   java  ,   nodejs  ,   algorithms  ,   javascript frameworks   ,  rest api  ,  xml  ,  web development  ,  html  ,  bscs  ,  angularjs  ,  docker  ,  security  ,  git  ,  testing tools  ,  json  ,  machine learning  ,  written communication  ,  infrastructure  ,  gateway","About NetskopeToday ,  there's more data and users outside the enterprise than inside ,  causing the network perimeter as we know it to dissolve. We realized a new perimeter w...",https://www.timesjobs.com/job-detail/sr-software-development-engineer-full-stack-ui-netskope-software-pvt-ltd-bengaluru-bangalore-12-to-15-yrs-jobid-DIqpVMmQwTJzpSvf__PLUS__uAgZw==&source=srp
Full Stack Developer,knowx innovations pvt ltd,Bengaluru / Bangalore,1 day ago,2024-02-16,"algorithms  ,  css  ,  jdbc  ,  bootstrap  ,  ajax  ,  jquery  ,  sql  ,  markup languages  ,  grunt  ,  backbone.js  ,  database  ,  java  ,  apache  ,  postgresql  ,  linux  ,  j2ee  ,  html  ,  mysql  ,  data structures  ,  api  ,  mongodb  ,  python  ,  oracle  ,  odbc  ,  mobile  ,  javascript  ,  ruby  ,  node.js  ,  php  ,  .net  ,  angularjs  ,  express.js","B.E / B.Tech in the field of computer science , BCA , MCA OR. M.Tech : CSEWilling to undergo hands on job training at our facility for the minimum period of 3 to 4 months on s...",https://www.timesjobs.com/job-detail/full-stack-developer-knowx-innovations-pvt-ltd-bengaluru-bangalore-1-to-4-yrs-jobid-MVFGb2JlXRVzpSvf__PLUS__uAgZw==&source=srp
Integration Technology Specialist,SAP Ariba,Bengaluru / Bangalore,1 day ago,2024-02-16,"sap cloud   ,   sap data services   ,   sap data intelligence   ,   sap hana database   ,   api development   ,  information technology  ,  sql  ,  infrastructure",Information TechnologyIntegration Technology SpecialistWe help the world run betterOur company culture is focused on helping our employees enable innovation by building breakt...,https://www.timesjobs.com/job-detail/integration-technology-specialist-sap-ariba-bengaluru-bangalore-2-to-4-yrs-jobid-XRUcOgbwq5tzpSvf__PLUS__uAgZw==&source=srp
Principal Associate - Senior Data Engineer,eurofins it solutions pvt ltd,Bengaluru / Bangalore,1 day ago,2024-02-16,"data engineering   ,   information security   ,   data warehousing   ,   ci  /  cd   ,   python programming   ,  business rules  ,  devops  ,  software engineering  ,  api  ,  erp  /  crm  ,  nosql  ,  software design  ,  bi  ,  data extraction  ,  git  ,  information management  ,  software delivery  ,  mobile  ,  infrastructure","Principal Associate - Senior Data EngineerFull-timeCompany DescriptionAbout EurofinsEurofins Scientific is an international life sciences company ,  providing a unique range o...",https://www.timesjobs.com/job-detail/principal-associate-senior-data-engineer-eurofins-it-solutions-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-__SLASH__CFhi2EKBmBzpSvf__PLUS__uAgZw==&source=srp
Data Engineer,the modern dimension,"Delhi,  Delhi/NCR,  Bengaluru / Bangalore",1 day ago,2024-02-16,"python  ,  c    ,  scala  ,  oozie  ,  sql  ,  nosql  ,  java  ,  cassandra  ,  hadoop  ,  big data","Responsibilities 4  yrs of Experience building and optimizing big data' data pipelines ,  architectures and data sets. Experience supporting and working with cross-functional ...",https://www.timesjobs.com/job-detail/data-engineer-the-modern-dimension-delhi-delhi-ncr-bengaluru-bangalore-6-to-9-yrs-jobid-iJHhBpqlSq1zpSvf__PLUS__uAgZw==&source=srp
Coverage.py Engineer,Cotocus,Bengaluru / Bangalore,1 day ago,2024-02-16,"information technology  ,  problem solving  ,  docker  ,  devops  ,  json  ,  api",Job Description Experience:- 3  5years relevant experience.Skills Requirements: Experienced on setting up and configuring Coverage.pyIntegration experience with Devops teamExp...,https://www.timesjobs.com/job-detail/coverage-py-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-Ae1KyUYIdLFzpSvf__PLUS__uAgZw==&source=srp
Python Lead,Pace Wisdom Solutions Pvt Ltd.,Bengaluru / Bangalore,1 day ago,2024-02-16,"fundamentals  ,  algorithms  ,  database  ,  security  ,  postgresql  ,  data structures  ,  api  ,  mongodb  ,  rest  ,  python  ,  information retrieval  ,  django","Responsibilities: Write code that will impact the businesses of thousands of e-commerce stores across the globe.Lead a team of Python developers ,  providing technical guidanc...",https://www.timesjobs.com/job-detail/python-lead-pace-wisdom-solutions-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-VeoGmA__PLUS__ckl9zpSvf__PLUS__uAgZw==&source=srp
